relation_id,page_id,image_id,relation_type,pdf_page,printed_page,occurrence_index_on_page,xref,bbox_x0,bbox_y0,bbox_x1,bbox_y1,page_coverage
rel_page_image_000393,P_0144,img_000385,CONTAINS_IMAGE,144,132,10,657,248.310196,516.966431,350.691895,734.078918,0.0443688403
rel_page_image_000394,P_0144,img_000319,CONTAINS_IMAGE,144,132,11,658,248.316208,120.529022,350.697906,337.64151,0.0443688403
rel_page_image_000395,P_0144,img_000093,CONTAINS_IMAGE,144,132,12,659,315.999878,336.49411,486.067078,517.754639,0.0615311094
rel_page_image_000396,P_0144,img_000160,CONTAINS_IMAGE,144,132,13,660,349.963806,516.87738,486.064514,553.728516,0.0100111092
rel_page_image_000397,P_0144,img_000484,CONTAINS_IMAGE,144,132,14,661,349.96701,299.796478,486.067688,337.643494,0.0102816512
rel_page_image_000398,P_0144,img_000740,CONTAINS_IMAGE,144,132,15,662,404.304108,552.821777,484.850891,734.080933,0.0291419827
rel_page_image_000399,P_0144,img_000007,CONTAINS_IMAGE,144,132,16,663,404.310516,120.169128,484.8573,301.428223,0.0291419729
rel_page_image_000400,P_0144,img_000152,CONTAINS_IMAGE,144,132,17,664,247.100006,299.764709,345.35791,553.72644,0.0498088732
rel_page_image_000401,P_0144,img_000727,CONTAINS_IMAGE,144,132,18,665,326.913574,552.820679,407.702972,734.079834,0.0292297612
rel_page_image_000402,P_0144,img_000552,CONTAINS_IMAGE,144,132,19,666,326.920105,120.167908,407.709503,301.427002,0.0292297514
rel_page_image_000403,P_0144,img_000213,CONTAINS_IMAGE,144,132,20,667,344.626312,527.832397,407.218201,553.727295,0.0032352153
rel_page_image_000404,P_0144,img_000712,CONTAINS_IMAGE,144,132,21,668,344.6297,300.158508,407.221588,326.053406,0.0032352153
rel_page_image_000405,P_0144,img_000177,CONTAINS_IMAGE,144,132,22,669,149.813599,281.142487,251.228302,735.284607,0.0919313528
rel_page_image_000406,P_0144,img_000047,CONTAINS_IMAGE,144,132,23,670,149.820404,106.825882,251.230896,282.10968,0.0354809801
rel_page_image_000407,P_0144,img_000525,CONTAINS_IMAGE,144,132,24,671,250.493591,699.461609,265.778076,734.319092,0.0010634517
rel_page_image_000408,P_0144,img_000321,CONTAINS_IMAGE,144,132,25,672,250.494812,490.227417,271.846405,665.51001,0.0074703339
rel_page_image_000409,P_0144,img_000481,CONTAINS_IMAGE,144,132,26,673,250.498413,316.091797,271.848999,421.659912,0.0044989743
rel_page_image_000410,P_0144,img_000748,CONTAINS_IMAGE,144,132,27,674,250.500488,211.399414,271.850586,282.110229,0.0030133991
rel_page_image_000411,P_0144,img_000276,CONTAINS_IMAGE,144,132,28,675,250.502106,141.956314,271.851593,177.809814,0.0015278825
rel_page_image_000412,P_0144,img_000042,CONTAINS_IMAGE,144,132,29,676,307.272217,107.673286,419.354797,111.658691,0.0008916235
rel_page_image_000413,P_0144,img_000232,CONTAINS_IMAGE,144,132,30,677,471.747589,722.371094,483.877899,734.322388,0.0002893728
rel_page_image_000414,P_0144,img_000370,CONTAINS_IMAGE,144,132,31,694,260.440399,723.99762,265.777802,729.973267,6.36628e-05
rel_page_image_000415,P_0144,img_000159,CONTAINS_IMAGE,144,132,32,679,261.653595,722.880859,265.777802,725.868774,2.45969e-05
rel_page_image_000416,P_0144,img_000710,CONTAINS_IMAGE,144,132,33,680,260.683197,720.738281,262.381409,722.730103,6.7517e-06
rel_page_image_000417,P_0144,img_000419,CONTAINS_IMAGE,144,132,34,681,261.653595,719.802673,262.381409,720.798584,1.4468e-06
rel_page_image_000418,P_0144,img_000419,CONTAINS_IMAGE,144,132,35,681,261.653687,717.388367,262.3815,718.384277,1.4468e-06
rel_page_image_000419,P_0144,img_000419,CONTAINS_IMAGE,144,132,36,681,261.653687,714.491211,262.3815,715.487122,1.4468e-06
rel_page_image_000420,P_0144,img_000419,CONTAINS_IMAGE,144,132,37,681,261.653778,711.593872,262.381592,712.589783,1.4468e-06
rel_page_image_000421,P_0144,img_000710,CONTAINS_IMAGE,144,132,38,680,260.440674,708.907959,262.138885,710.89978,6.7517e-06
rel_page_image_000422,P_0144,img_000294,CONTAINS_IMAGE,144,132,39,682,261.653778,705.739136,262.381592,708.726929,4.3405e-06
rel_page_image_000423,P_0144,img_000572,CONTAINS_IMAGE,144,132,40,683,261.6539,700.457764,262.381714,702.449585,2.8936e-06
rel_page_image_000424,P_0144,img_000072,CONTAINS_IMAGE,144,132,41,695,267.718597,723.333801,272.813385,727.317627,4.05133e-05
rel_page_image_000425,P_0144,img_000357,CONTAINS_IMAGE,144,132,42,685,260.44101,689.049805,262.381897,693.033508,1.54333e-05
rel_page_image_000426,P_0144,img_000419,CONTAINS_IMAGE,144,132,43,681,261.654083,688.174683,262.381897,689.170593,1.4468e-06
rel_page_image_000427,P_0144,img_000710,CONTAINS_IMAGE,144,132,44,680,260.683685,685.488647,262.381897,687.480469,6.7517e-06
rel_page_image_000428,P_0144,img_000419,CONTAINS_IMAGE,144,132,45,681,261.654175,684.311707,262.381989,685.307617,1.4468e-06
rel_page_image_000429,P_0144,img_000419,CONTAINS_IMAGE,144,132,46,681,261.654175,681.655884,262.381989,682.651794,1.4468e-06
rel_page_image_000430,P_0144,img_000419,CONTAINS_IMAGE,144,132,47,681,261.654175,680.207275,262.381989,681.203186,1.4468e-06
rel_page_image_000431,P_0144,img_000419,CONTAINS_IMAGE,144,132,48,681,261.654175,677.551453,262.381989,678.547363,1.4468e-06
rel_page_image_000432,P_0144,img_000710,CONTAINS_IMAGE,144,132,49,680,260.441284,674.624084,262.139496,676.615906,6.7517e-06
rel_page_image_000433,P_0144,img_000419,CONTAINS_IMAGE,144,132,50,681,261.654388,670.066956,262.382202,671.062866,1.4468e-06
rel_page_image_000434,P_0144,img_000419,CONTAINS_IMAGE,144,132,51,681,261.654388,667.652588,262.382202,668.648499,1.4468e-06
rel_page_image_000435,P_0144,img_000404,CONTAINS_IMAGE,144,132,52,688,260.198975,652.351624,262.382477,656.335327,1.73625e-05
rel_page_image_000436,P_0144,img_000159,CONTAINS_IMAGE,144,132,53,679,261.654694,649.967285,265.7789,652.9552,2.45969e-05
rel_page_image_000437,P_0144,img_000403,CONTAINS_IMAGE,144,132,54,688,260.441589,649.03186,265.7789,651.023804,2.12212e-05
rel_page_image_000438,P_0144,img_000191,CONTAINS_IMAGE,144,132,55,686,261.654694,646.074158,265.778992,650.057983,3.2796e-05
rel_page_image_000439,P_0144,img_000752,CONTAINS_IMAGE,144,132,56,689,260.684296,644.414307,265.778992,647.402222,3.03849e-05
rel_page_image_000440,P_0144,img_000072,CONTAINS_IMAGE,144,132,57,695,260.441711,642.211243,265.536499,646.195068,4.05133e-05
rel_page_image_000441,P_0144,img_000191,CONTAINS_IMAGE,144,132,58,686,261.654785,639.555481,265.779083,643.539307,3.2796e-05
rel_page_image_000442,P_0144,img_000159,CONTAINS_IMAGE,144,132,59,679,261.412292,637.654053,265.536499,640.641968,2.45969e-05
rel_page_image_000443,P_0144,img_000191,CONTAINS_IMAGE,144,132,60,686,261.654907,635.209595,265.779205,639.19342,3.2796e-05
rel_page_image_000444,P_0144,img_000072,CONTAINS_IMAGE,144,132,61,695,260.441895,632.795288,265.536682,636.779114,4.05133e-05
rel_page_image_000445,P_0144,img_000403,CONTAINS_IMAGE,144,132,62,688,260.441895,631.889893,265.779205,633.881836,2.12212e-05
rel_page_image_000446,P_0144,img_000191,CONTAINS_IMAGE,144,132,63,686,261.654999,628.932312,265.779297,632.916138,3.2796e-05
rel_page_image_000447,P_0144,img_000752,CONTAINS_IMAGE,144,132,64,689,266.506714,649.001709,271.60141,651.989624,3.03849e-05
rel_page_image_000448,P_0144,img_000191,CONTAINS_IMAGE,144,132,65,686,267.719788,646.798584,271.844086,650.78241,3.2796e-05
rel_page_image_000449,P_0144,img_000403,CONTAINS_IMAGE,144,132,66,688,266.506683,646.134644,271.843994,648.126587,2.12212e-05
rel_page_image_000450,P_0144,img_000752,CONTAINS_IMAGE,144,132,67,689,266.506714,643.93158,271.60141,646.919495,3.03849e-05
rel_page_image_000451,P_0144,img_000191,CONTAINS_IMAGE,144,132,68,686,267.719879,641.728455,271.844177,645.71228,3.2796e-05
rel_page_image_000452,P_0144,img_000191,CONTAINS_IMAGE,144,132,69,686,267.719879,639.072693,271.844177,643.056519,3.2796e-05
rel_page_image_000453,P_0144,img_000191,CONTAINS_IMAGE,144,132,70,686,267.719879,636.658264,271.844177,640.64209,3.2796e-05
rel_page_image_000454,P_0144,img_000191,CONTAINS_IMAGE,144,132,71,686,267.720001,634.002502,271.844299,637.986328,3.2796e-05
rel_page_image_000455,P_0144,img_000384,CONTAINS_IMAGE,144,132,72,691,260.199493,612.72583,265.77948,617.705566,5.54639e-05
rel_page_image_000456,P_0144,img_000403,CONTAINS_IMAGE,144,132,73,688,260.4422,612.092163,265.77951,614.084106,2.12212e-05
rel_page_image_000457,P_0144,img_000191,CONTAINS_IMAGE,144,132,74,686,261.655304,608.893066,265.779602,612.876892,3.2796e-05
rel_page_image_000458,P_0144,img_000191,CONTAINS_IMAGE,144,132,75,686,261.655304,606.237244,265.779602,610.221069,3.2796e-05
rel_page_image_000459,P_0144,img_000191,CONTAINS_IMAGE,144,132,76,686,261.655396,603.581482,265.779694,607.565308,3.2796e-05
rel_page_image_000460,P_0144,img_000159,CONTAINS_IMAGE,144,132,77,679,261.412781,601.92157,265.536987,604.909485,2.45969e-05
rel_page_image_000461,P_0144,img_000159,CONTAINS_IMAGE,144,132,78,679,261.655396,600.231567,265.779602,603.219482,2.45969e-05
rel_page_image_000462,P_0144,img_000072,CONTAINS_IMAGE,144,132,79,695,260.442413,596.821289,265.537201,600.805115,4.05133e-05
rel_page_image_000463,P_0144,img_000752,CONTAINS_IMAGE,144,132,80,689,260.442413,595.161377,265.537109,598.149292,3.03849e-05
rel_page_image_000464,P_0144,img_000191,CONTAINS_IMAGE,144,132,81,686,261.655487,592.958374,265.779785,596.9422,3.2796e-05
rel_page_image_000465,P_0144,img_000191,CONTAINS_IMAGE,144,132,82,686,267.720306,611.066101,271.844604,615.049927,3.2796e-05
rel_page_image_000466,P_0144,img_000752,CONTAINS_IMAGE,144,132,83,689,266.507294,609.406189,271.60199,612.394104,3.03849e-05
rel_page_image_000467,P_0144,img_000191,CONTAINS_IMAGE,144,132,84,686,267.720398,607.203186,271.844696,611.187012,3.2796e-05
rel_page_image_000468,P_0144,img_000191,CONTAINS_IMAGE,144,132,85,686,267.720398,604.547363,271.844696,608.531189,3.2796e-05
rel_page_image_000469,P_0144,img_000191,CONTAINS_IMAGE,144,132,86,686,267.72049,602.132996,271.844788,606.116821,3.2796e-05
rel_page_image_000470,P_0144,img_000191,CONTAINS_IMAGE,144,132,87,686,267.72049,599.477173,271.844788,603.460999,3.2796e-05
rel_page_image_000471,P_0144,img_000752,CONTAINS_IMAGE,144,132,88,689,266.507416,598.058777,271.602112,601.046692,3.03849e-05
rel_page_image_000472,P_0144,img_000191,CONTAINS_IMAGE,144,132,89,686,267.72049,595.855652,271.844788,599.839478,3.2796e-05
rel_page_image_000473,P_0144,img_000072,CONTAINS_IMAGE,144,132,90,695,260.442902,566.641907,265.537689,570.625732,4.05133e-05
rel_page_image_000474,P_0144,img_000191,CONTAINS_IMAGE,144,132,91,686,261.656006,565.193298,265.780304,569.177124,3.2796e-05
rel_page_image_000475,P_0144,img_000191,CONTAINS_IMAGE,144,132,92,686,261.656006,562.77887,265.780304,566.762695,3.2796e-05
rel_page_image_000476,P_0144,img_000191,CONTAINS_IMAGE,144,132,93,686,261.656006,560.123108,265.780304,564.106934,3.2796e-05
rel_page_image_000477,P_0144,img_000752,CONTAINS_IMAGE,144,132,94,689,260.442993,558.463196,265.537689,561.451111,3.03849e-05
rel_page_image_000478,P_0144,img_000159,CONTAINS_IMAGE,144,132,95,679,261.656097,557.256104,265.780304,560.244019,2.45969e-05
rel_page_image_000479,P_0144,img_000191,CONTAINS_IMAGE,144,132,96,686,261.656097,552.638611,265.780396,556.622437,3.2796e-05
rel_page_image_000480,P_0144,img_000072,CONTAINS_IMAGE,144,132,97,695,261.656097,550.465637,266.750885,554.449463,4.05133e-05
rel_page_image_000481,P_0144,img_000072,CONTAINS_IMAGE,144,132,98,695,261.656097,547.809875,266.750885,551.793701,4.05133e-05
rel_page_image_000482,P_0144,img_000710,CONTAINS_IMAGE,144,132,99,680,264.324799,546.663208,266.02301,548.655029,6.7517e-06
rel_page_image_000483,P_0144,img_000384,CONTAINS_IMAGE,144,132,100,691,260.443604,515.185852,266.02359,520.165588,5.54639e-05
rel_page_image_000484,P_0144,img_000072,CONTAINS_IMAGE,144,132,101,695,261.656616,513.284607,266.751404,517.268433,4.05133e-05
rel_page_image_000485,P_0144,img_000616,CONTAINS_IMAGE,144,132,102,692,261.656708,509.632751,265.781006,514.612488,4.09947e-05
rel_page_image_000486,P_0144,img_000159,CONTAINS_IMAGE,144,132,103,679,261.656799,507.520203,265.781006,510.508087,2.45966e-05
rel_page_image_000487,P_0144,img_000191,CONTAINS_IMAGE,144,132,104,686,261.656891,504.110016,265.781189,508.093811,3.27958e-05
rel_page_image_000488,P_0144,img_000191,CONTAINS_IMAGE,144,132,105,686,261.656891,501.454193,265.781189,505.437988,3.27958e-05
rel_page_image_000489,P_0144,img_000752,CONTAINS_IMAGE,144,132,106,689,260.443817,499.794403,265.538513,502.782288,3.03846e-05
rel_page_image_000490,P_0144,img_000191,CONTAINS_IMAGE,144,132,107,686,261.656982,497.591217,265.781281,501.575012,3.27958e-05
rel_page_image_000491,P_0144,img_000072,CONTAINS_IMAGE,144,132,108,695,261.656891,495.418396,266.751678,499.402191,4.0513e-05
rel_page_image_000492,P_0144,img_000403,CONTAINS_IMAGE,144,132,109,688,260.443878,494.271606,265.781189,496.263489,2.12206e-05
rel_page_image_000493,P_0144,img_000191,CONTAINS_IMAGE,144,132,110,686,261.656982,491.313904,265.781281,495.297699,3.27958e-05
rel_page_image_000494,P_0144,img_000191,CONTAINS_IMAGE,144,132,111,686,267.721893,507.490204,271.846191,511.473999,3.27958e-05
rel_page_image_000495,P_0144,img_000191,CONTAINS_IMAGE,144,132,112,686,267.721893,505.075897,271.846191,509.059692,3.27958e-05
rel_page_image_000496,P_0144,img_000191,CONTAINS_IMAGE,144,132,113,686,267.721893,502.420105,271.846191,506.4039,3.27958e-05
rel_page_image_000497,P_0144,img_000191,CONTAINS_IMAGE,144,132,114,686,267.721985,500.005707,271.846283,503.989502,3.27958e-05
rel_page_image_000498,P_0144,img_000357,CONTAINS_IMAGE,144,132,115,685,260.444397,463.548889,262.385284,467.532593,1.54333e-05
rel_page_image_000499,P_0144,img_000419,CONTAINS_IMAGE,144,132,116,681,261.657501,462.673676,262.385315,463.669586,1.4468e-06
rel_page_image_000500,P_0144,img_000710,CONTAINS_IMAGE,144,132,117,680,260.687103,459.987823,262.385315,461.979614,6.7516e-06
rel_page_image_000501,P_0144,img_000419,CONTAINS_IMAGE,144,132,118,681,261.657501,459.052185,262.385315,460.048096,1.4468e-06
rel_page_image_000502,P_0144,img_000419,CONTAINS_IMAGE,144,132,119,681,261.657593,456.396393,262.385406,457.392303,1.4468e-06
rel_page_image_000503,P_0144,img_000419,CONTAINS_IMAGE,144,132,120,681,261.657593,454.947784,262.385406,455.943695,1.4468e-06
rel_page_image_000504,P_0144,img_000710,CONTAINS_IMAGE,144,132,121,680,260.44458,452.020416,262.142792,454.012207,6.7516e-06
rel_page_image_000505,P_0144,img_000710,CONTAINS_IMAGE,144,132,122,680,260.444702,449.123108,262.142914,451.114899,6.7516e-06
rel_page_image_000506,P_0144,img_000419,CONTAINS_IMAGE,144,132,123,681,261.657684,445.773193,262.385498,446.769104,1.4468e-06
rel_page_image_000507,P_0144,img_000072,CONTAINS_IMAGE,144,132,124,695,260.445099,418.883209,265.539886,422.867004,4.0513e-05
rel_page_image_000508,P_0144,img_000159,CONTAINS_IMAGE,144,132,125,679,261.415588,418.430511,265.539795,421.418396,2.45966e-05
rel_page_image_000509,P_0144,img_000403,CONTAINS_IMAGE,144,132,126,688,260.445099,417.495026,265.78241,419.486908,2.12206e-05
rel_page_image_000510,P_0144,img_000159,CONTAINS_IMAGE,144,132,127,679,261.658203,415.291901,265.78241,418.279785,2.45966e-05
rel_page_image_000511,P_0144,img_000072,CONTAINS_IMAGE,144,132,128,695,260.44519,412.123016,265.539978,416.106812,4.0513e-05
rel_page_image_000512,P_0144,img_000191,CONTAINS_IMAGE,144,132,129,686,261.658295,409.2258,265.782593,413.209595,3.27958e-05
rel_page_image_000513,P_0144,img_000159,CONTAINS_IMAGE,144,132,130,679,261.41568,407.565918,265.539886,410.553802,2.45966e-05
rel_page_image_000514,P_0144,img_000752,CONTAINS_IMAGE,144,132,131,689,260.44519,405.875824,265.539886,408.863708,3.03846e-05
rel_page_image_000515,P_0144,img_000191,CONTAINS_IMAGE,144,132,132,686,261.658386,403.672791,265.782684,407.656586,3.27958e-05
rel_page_image_000516,P_0144,img_000752,CONTAINS_IMAGE,144,132,133,689,266.752716,420.120728,271.847412,423.108612,3.03846e-05
rel_page_image_000517,P_0144,img_000159,CONTAINS_IMAGE,144,132,134,679,267.723206,418.913513,271.847412,421.901398,2.45966e-05
rel_page_image_000518,P_0144,img_000403,CONTAINS_IMAGE,144,132,135,688,266.510101,417.978027,271.847412,419.96991,2.12206e-05
rel_page_image_000519,P_0144,img_000159,CONTAINS_IMAGE,144,132,136,679,267.723206,415.774811,271.847412,418.762695,2.45966e-05
rel_page_image_000520,P_0144,img_000072,CONTAINS_IMAGE,144,132,137,695,266.510193,412.364594,271.60498,416.348389,4.0513e-05
rel_page_image_000521,P_0144,img_000752,CONTAINS_IMAGE,144,132,138,689,266.510193,410.704712,271.604889,413.692596,3.03846e-05
rel_page_image_000522,P_0144,img_000191,CONTAINS_IMAGE,144,132,139,686,267.723389,408.501617,271.847687,412.485413,3.27958e-05
rel_page_image_000523,P_0144,img_000159,CONTAINS_IMAGE,144,132,140,679,267.723389,406.841705,271.847595,409.82959,2.45966e-05
rel_page_image_000524,P_0144,img_000159,CONTAINS_IMAGE,144,132,141,679,267.723389,405.151611,271.847595,408.139496,2.45966e-05
rel_page_image_000525,P_0144,img_000072,CONTAINS_IMAGE,144,132,142,695,260.445709,375.666199,265.540497,379.649994,4.0513e-05
rel_page_image_000526,P_0144,img_000191,CONTAINS_IMAGE,144,132,143,686,261.658905,372.286102,265.783203,376.269897,3.27958e-05
rel_page_image_000527,P_0144,img_000191,CONTAINS_IMAGE,144,132,144,686,261.658905,370.11319,265.783203,374.096985,3.27958e-05
rel_page_image_000528,P_0144,img_000191,CONTAINS_IMAGE,144,132,145,686,261.658905,367.698792,265.783203,371.682587,3.27958e-05
rel_page_image_000529,P_0144,img_000159,CONTAINS_IMAGE,144,132,146,679,261.658905,366.039001,265.783112,369.026886,2.45966e-05
rel_page_image_000530,P_0144,img_000710,CONTAINS_IMAGE,144,132,147,680,260.445892,364.620605,262.144104,366.612396,6.7516e-06
rel_page_image_000531,P_0144,img_000572,CONTAINS_IMAGE,144,132,148,683,261.658997,362.930603,262.38681,364.922394,2.8936e-06
rel_page_image_000532,P_0144,img_000710,CONTAINS_IMAGE,144,132,149,680,260.445984,359.550507,262.144196,361.542297,6.7516e-06
rel_page_image_000533,P_0144,img_000294,CONTAINS_IMAGE,144,132,150,682,261.659088,353.7258,262.386902,356.713593,4.3405e-06
rel_page_image_000534,P_0144,img_000710,CONTAINS_IMAGE,144,132,151,680,260.446075,351.583099,262.144287,353.57489,6.7516e-06
rel_page_image_000535,P_0144,img_000419,CONTAINS_IMAGE,144,132,152,681,261.65918,348.957489,262.386993,349.9534,1.4468e-06
rel_page_image_000536,P_0144,img_000710,CONTAINS_IMAGE,144,132,153,680,260.446198,347.237305,262.144409,349.229095,6.7516e-06
rel_page_image_000537,P_0144,img_000419,CONTAINS_IMAGE,144,132,154,681,261.65918,346.301697,262.386993,347.297607,1.4468e-06
rel_page_image_000538,P_0144,img_000419,CONTAINS_IMAGE,144,132,155,681,261.659271,343.887299,262.387085,344.883209,1.4468e-06
rel_page_image_000539,P_0144,img_000710,CONTAINS_IMAGE,144,132,156,680,260.446289,340.718506,262.144501,342.710297,6.7516e-06
rel_page_image_000540,P_0144,img_000710,CONTAINS_IMAGE,144,132,157,680,260.446289,338.787018,262.144501,340.778809,6.7516e-06
rel_page_image_000541,P_0144,img_000419,CONTAINS_IMAGE,144,132,158,681,261.659271,337.3685,262.387085,338.36441,1.4468e-06
rel_page_image_000542,P_0144,img_000419,CONTAINS_IMAGE,144,132,159,681,261.659393,334.954193,262.387207,335.950104,1.4468e-06
rel_page_image_000543,P_0144,img_000710,CONTAINS_IMAGE,144,132,160,680,260.446594,318.264984,262.144806,320.256775,6.7516e-06
rel_page_image_000544,P_0144,img_000419,CONTAINS_IMAGE,144,132,161,681,261.659698,315.880676,262.387512,316.876587,1.4468e-06
rel_page_image_000545,P_0144,img_000419,CONTAINS_IMAGE,144,132,162,681,261.659698,313.46637,262.387512,314.46228,1.4468e-06
rel_page_image_000546,P_0144,img_000710,CONTAINS_IMAGE,144,132,163,680,260.446777,308.366119,262.144989,310.35791,6.7516e-06
rel_page_image_000547,P_0144,img_000572,CONTAINS_IMAGE,144,132,164,683,261.65979,306.434601,262.387604,308.426392,2.8936e-06
rel_page_image_000548,P_0144,img_000572,CONTAINS_IMAGE,144,132,165,683,261.65979,304.020294,262.387604,306.012085,2.8936e-06
rel_page_image_000549,P_0144,img_000710,CONTAINS_IMAGE,144,132,166,680,260.689484,302.088837,262.387695,304.080627,6.7516e-06
rel_page_image_000550,P_0144,img_000419,CONTAINS_IMAGE,144,132,167,681,261.659882,300.911804,262.387695,301.907715,1.4468e-06
rel_page_image_000551,P_0144,img_000294,CONTAINS_IMAGE,144,132,168,682,261.659973,296.264099,262.387787,299.251892,4.3405e-06
rel_page_image_000552,P_0144,img_000419,CONTAINS_IMAGE,144,132,169,681,261.659973,294.393005,262.387787,295.388916,1.4468e-06
rel_page_image_000553,P_0144,img_000320,CONTAINS_IMAGE,144,132,170,693,260.446991,288.77948,262.387787,291.767273,1.15745e-05
rel_page_image_000554,P_0144,img_000419,CONTAINS_IMAGE,144,132,171,681,261.660095,285.218506,262.387909,286.214417,1.4468e-06
rel_page_image_000555,P_0144,img_000320,CONTAINS_IMAGE,144,132,172,693,260.447205,280.570801,262.388,283.558594,1.15745e-05
rel_page_image_000556,P_0144,img_000572,CONTAINS_IMAGE,144,132,173,683,261.660187,279.152435,262.388,281.144226,2.8936e-06
rel_page_image_000557,P_0144,img_000419,CONTAINS_IMAGE,144,132,174,681,261.660278,277.250977,262.388092,278.246887,1.4468e-06
rel_page_image_000558,P_0144,img_000419,CONTAINS_IMAGE,144,132,175,681,261.660278,275.078064,262.388092,276.073975,1.4468e-06
rel_page_image_000559,P_0144,img_000710,CONTAINS_IMAGE,144,132,176,680,260.447296,272.150787,262.145508,274.142578,6.7516e-06
rel_page_image_000560,P_0144,img_000419,CONTAINS_IMAGE,144,132,177,681,261.6604,271.21521,262.388214,272.211121,1.4468e-06
rel_page_image_000561,P_0144,img_000384,CONTAINS_IMAGE,144,132,178,691,260.447601,250.330902,266.027588,255.310608,5.54636e-05
rel_page_image_000562,P_0144,img_000752,CONTAINS_IMAGE,144,132,179,689,260.447601,248.942581,265.542297,251.930481,3.03847e-05
rel_page_image_000563,P_0144,img_000072,CONTAINS_IMAGE,144,132,180,695,261.660614,246.980972,266.755402,250.964783,4.05131e-05
rel_page_image_000564,P_0144,img_000072,CONTAINS_IMAGE,144,132,181,695,260.447693,243.8423,265.54248,247.826111,4.05131e-05
rel_page_image_000565,P_0144,img_000072,CONTAINS_IMAGE,144,132,182,695,261.660706,241.669388,266.755493,245.653198,4.05131e-05
rel_page_image_000566,P_0144,img_000403,CONTAINS_IMAGE,144,132,183,688,260.447693,240.764069,265.785004,242.755981,2.12209e-05
rel_page_image_000567,P_0144,img_000752,CONTAINS_IMAGE,144,132,184,689,260.447815,238.560928,265.542511,241.548828,3.03847e-05
rel_page_image_000568,P_0144,img_000191,CONTAINS_IMAGE,144,132,185,686,261.660889,236.357803,265.785187,240.341614,3.27959e-05
rel_page_image_000569,P_0144,img_000072,CONTAINS_IMAGE,144,132,186,695,260.447815,233.460587,265.542603,237.444397,4.05131e-05
rel_page_image_000570,P_0144,img_000191,CONTAINS_IMAGE,144,132,187,686,261.66098,230.804764,265.785278,234.788574,3.27959e-05
rel_page_image_000571,P_0144,img_000752,CONTAINS_IMAGE,144,132,188,689,260.690491,229.144913,265.785187,232.132812,3.03847e-05
rel_page_image_000572,P_0144,img_000072,CONTAINS_IMAGE,144,132,189,695,260.447906,226.941788,265.542694,230.925598,4.05131e-05
rel_page_image_000573,P_0144,img_000159,CONTAINS_IMAGE,144,132,190,679,261.418488,225.040482,265.542694,228.028381,2.45967e-05
rel_page_image_000574,P_0144,img_000403,CONTAINS_IMAGE,144,132,191,688,260.447998,224.346405,265.785309,226.338318,2.12209e-05
rel_page_image_000575,P_0144,img_000191,CONTAINS_IMAGE,144,132,192,686,261.661102,221.147415,265.7854,225.131226,3.27959e-05
rel_page_image_000576,P_0144,img_000616,CONTAINS_IMAGE,144,132,193,692,261.661102,217.495697,265.7854,222.475403,4.09944e-05
rel_page_image_000577,P_0144,img_000752,CONTAINS_IMAGE,144,132,194,689,266.512817,239.768082,271.607513,242.755981,3.03847e-05
rel_page_image_000578,P_0144,img_000191,CONTAINS_IMAGE,144,132,195,686,267.725891,237.565079,271.850189,241.548889,3.27959e-05
rel_page_image_000579,P_0144,img_000752,CONTAINS_IMAGE,144,132,196,689,266.755493,235.905228,271.850189,238.893127,3.03847e-05
rel_page_image_000580,P_0144,img_000191,CONTAINS_IMAGE,144,132,197,686,267.725983,233.702103,271.850281,237.685913,3.27959e-05
rel_page_image_000581,P_0144,img_000616,CONTAINS_IMAGE,144,132,198,692,267.725983,230.050385,271.850281,235.03009,4.09944e-05
rel_page_image_000582,P_0144,img_000384,CONTAINS_IMAGE,144,132,199,691,260.448792,166.552765,266.028778,171.532471,5.54636e-05
rel_page_image_000583,P_0144,img_000072,CONTAINS_IMAGE,144,132,200,695,261.661804,164.892776,266.756592,168.876587,4.05131e-05
rel_page_image_000584,P_0144,img_000616,CONTAINS_IMAGE,144,132,201,692,261.661987,160.999664,265.786285,165.97937,4.09944e-05
rel_page_image_000585,P_0144,img_000191,CONTAINS_IMAGE,144,132,202,686,261.662079,158.132706,265.786377,162.116516,3.27959e-05
rel_page_image_000586,P_0144,img_000191,CONTAINS_IMAGE,144,132,203,686,261.662079,155.476761,265.786377,159.460571,3.27959e-05
rel_page_image_000587,P_0144,img_000191,CONTAINS_IMAGE,144,132,204,686,261.662079,153.062515,265.786377,157.046326,3.27959e-05
rel_page_image_000588,P_0144,img_000752,CONTAINS_IMAGE,144,132,205,689,260.449097,151.161087,265.543793,154.148987,3.03847e-05
rel_page_image_000589,P_0144,img_000191,CONTAINS_IMAGE,144,132,206,686,261.662201,148.958084,265.786499,152.941895,3.27959e-05
rel_page_image_000590,P_0144,img_000072,CONTAINS_IMAGE,144,132,207,695,261.662109,146.78511,266.756897,150.768921,4.05131e-05
rel_page_image_000591,P_0144,img_000403,CONTAINS_IMAGE,144,132,208,688,260.449188,145.638397,265.786499,147.63031,2.12209e-05
rel_page_image_000592,P_0144,img_000191,CONTAINS_IMAGE,144,132,209,686,261.662292,142.680801,265.786591,146.664612,3.27959e-05
rel_page_image_000593,P_0144,img_000072,CONTAINS_IMAGE,144,132,210,695,266.513916,163.202774,271.608704,167.186584,4.05131e-05
rel_page_image_000594,P_0144,img_000403,CONTAINS_IMAGE,144,132,211,688,266.513977,162.297516,271.851288,164.289429,2.12209e-05
