chunk_id,page,tokens,text
T_00522,512,323,"igen reactions. The analytical sensitivity of an immunological test refers to its ability to detect small quantities of antigen or antibody. It is used as a synonym for the limit of detection. The analytical specificity of an immunological test is its ability to measure only the substance it purports to measure. 1 These are important considerations, especially when choosing a new test. Others include: applicability in a given laboratory environment, cost, availability, level of expertise required, speed and simplicity. 11.2 Principle of immunochemical techniques Antigen–antibody reactions can be classified into three groups: primary, secondary and tertiary binding reactions. Only primary and secondary binding reactions are described here. Tertiary reactions follow secondary reactions and usually occur in vivo. 11.2.1 Primary binding tests This group of tests provides a direct measure of the initial binding reaction between an antigen and an antibody. This is a very sensitive approach for which a label is needed to detect the binding reaction. Such tests include radioimmunoassays, enzyme immunoassays and immuno fluorescence assays. Radioimmunoassay In a radioimmunoassay, either an antigen or an antibody is conjugated with a radioactive tracer substance and the radioactivity is measured with a scintillation counter (Fig. 11.2). This type of assay is becoming less common, partly because of the need for radioactive substances and also because the measuring equipment required is difficult to use. Fig. 11.2 Principle of radioimmunoassays Adsorbed antibody Antigen-containing serum Incubate then wash Radiolabelled antibody Incubate then wash R R R R R R R R R R R R R R R R R 1 The analytical sensitivity and speci ficity of an immunological test must not be confused with the diagnostic sensitivity and speci ficity as defined to discriminate between diseased and nondiseased populations. <> 11. Immunological and serological techniques 331 Enzyme immunoassay In an enzyme immunoassay, an antigen or antibody is conjugated with a labelled enzyme and a colour change is produced by the enzyme reacting with its substrate."
T_00523,513,312,". Fig. 11.2 Principle of radioimmunoassays Adsorbed antibody Antigen-containing serum Incubate then wash Radiolabelled antibody Incubate then wash R R R R R R R R R R R R R R R R R 1 The analytical sensitivity and speci ficity of an immunological test must not be confused with the diagnostic sensitivity and speci ficity as defined to discriminate between diseased and nondiseased populations. <> 11. Immunological and serological techniques 331 Enzyme immunoassay In an enzyme immunoassay, an antigen or antibody is conjugated with a labelled enzyme and a colour change is produced by the enzyme reacting with its substrate. This change can be detected visually or with a spectrophotometer. The binding event can be either competitive or non-competitive. Competitive binding depends on competition between a labelled (known amount) and an unlabelled (unknown amount) antigen for the same antibody (when measuring antigen) or between a labelled (known amount) and an unlabelled (unknown amount) antibody for the same antigen (when measuring antibody) (Fig. 11.3). The amount of binding of the labelled antigen (or antibody) is related to the amount of unlabelled antigen (or antibody) present. In non-competitive binding (sandwich technique), the antigen or antibody is adsorbed (or immobilized) to a solid phase, which may be an insoluble particle (bead) or the sides of a test-tube or the bottom of a microtitre plate. The test sample containing the corresponding antibody or antigen is then added. A labelled antibody or antigen (conjugate) is added last to form the top layer of the sandwich (Fig. 11.4). When testing for an antibody, the conjugate would contain anti-immunoglobulin and when testing for an antigen, the conjugate would contain an antibody speci fic for that antigen. The amount of binding of the conjugate is directly related to the amount of antigen or antibody in the test sample and only the bound portion is measured in this assay."
T_00524,514,262,"(or immobilized) to a solid phase, which may be an insoluble particle (bead) or the sides of a test-tube or the bottom of a microtitre plate. The test sample containing the corresponding antibody or antigen is then added. A labelled antibody or antigen (conjugate) is added last to form the top layer of the sandwich (Fig. 11.4). When testing for an antibody, the conjugate would contain anti-immunoglobulin and when testing for an antigen, the conjugate would contain an antibody speci fic for that antigen. The amount of binding of the conjugate is directly related to the amount of antigen or antibody in the test sample and only the bound portion is measured in this assay. An example of this technique is the enzyme-linked immunosorbent assay (ELISA). The enzymes used in ELISAs include horseradish peroxidase, alkaline phosphatase, lysozyme and b-galactosidase. The enzyme immunoassays are replacing many radioimmunoassays because of their advantages over the latter, which include longer reagent shelf-life, cheaper and simpler equipment, no restrictive regulations for reagent disposal, and safer reagents. Fig. 11.3 Principle of competitive enzyme immunoassays Solid-phase adsorbed antigen Antibody-containing serum Enzyme-labelled anti-immunoglobulin Colour + Enzyme substrate Incubate then wash Incubate then wash E E E E E E Solid-phase adsorbed antigen Antibody-containing serum Enzyme-labelled anti-immunoglobulin Colour + Enzyme substrate Incubate then wash Incubate then wash E E E E E E E Fig. 11.4 Principle of non-competitive enzyme immunoassays <> 332 Manual of basic techniques for a health laboratory Immunofluorescence Fluorescent dyes such as fluorescein isothiocyanate and tetra-methylrhodamine isothiocyanate can be coupled to antibodies without destroying their speci ficity."
T_00525,515,308,"Enzyme-labelled anti-immunoglobulin Colour + Enzyme substrate Incubate then wash Incubate then wash E E E E E E Solid-phase adsorbed antigen Antibody-containing serum Enzyme-labelled anti-immunoglobulin Colour + Enzyme substrate Incubate then wash Incubate then wash E E E E E E E Fig. 11.4 Principle of non-competitive enzyme immunoassays <> 332 Manual of basic techniques for a health laboratory Immunofluorescence Fluorescent dyes such as fluorescein isothiocyanate and tetra-methylrhodamine isothiocyanate can be coupled to antibodies without destroying their speci ficity. Fluorescence occurs when molecules that have been excited to a higher energy state return to their normal energy state. The excess energy is released in the form of light. A fluorescent microscope, which is a modified light microscope, is used to visualize the light emitted. Two types of immunofluorescence technique can be used. Direct immunofluorescence Direct immunofluorescence is used when testing for an antigen. In this technique a fluorescent dye is linked to the isolated portion of an antiserum containing antibodies directed against a speci fic component of cells or tissue. The antiserum is applied directly to the tissue specimen. The antigen and antibody react, then the tissue specimen is washed. The tissue specimen is examined under the microscope and fluorescence is seen where the antibody is attached to the antigen (Fig. 11.5). Indirect immunofluorescence Indirect immunofluorescence is used to determine whether antibodies are present in a patient’s serum. The serum is applied directly to an appropriate tissue specimen containing an antigen directed against the speci fic antibody under investiga- tion. The antigen and antibody react, then the tissue specimen is washed. An anti-immunoglobulin with a fluorescent label is added and the tissue specimen is then incubated before being washed again. The labelled anti-immunoglobulin will attach to any antibody already bound to the antigen in the tissue specimen and shows up under the microscope as areas of fluorescence (Fig."
T_00526,516,290,"examined under the microscope and fluorescence is seen where the antibody is attached to the antigen (Fig. 11.5). Indirect immunofluorescence Indirect immunofluorescence is used to determine whether antibodies are present in a patient’s serum. The serum is applied directly to an appropriate tissue specimen containing an antigen directed against the speci fic antibody under investiga- tion. The antigen and antibody react, then the tissue specimen is washed. An anti-immunoglobulin with a fluorescent label is added and the tissue specimen is then incubated before being washed again. The labelled anti-immunoglobulin will attach to any antibody already bound to the antigen in the tissue specimen and shows up under the microscope as areas of fluorescence (Fig. 11.6). The indirect method is more sensitive than the direct method because it is ampli fied in the sense that each unlabelled antibody can be bound by two labelled antibodies. 11.2.2 Secondary binding tests The secondary binding tests enable visible manifestations following the primary reaction to be observed. In these tests one can actually see the effects of the binding event without the aid of an additional label. These tests include agglutination, precipitation, complement-dependent reactions and neutralization methods. The agglutination and precipitation methods are routinely employed for diagnostic purposes. These methods are briefly described below. Fig. 11.5 Principle of direct immuno fl uorescence F F F F F F Fluorescence-labelled antibodies Incubate then wash FluorescenceAntigen (cell or tissue specimen) FF F F <> 11. Immunological and serological techniques 333 Agglutination Agglutination involves the reaction of an antibody with a particulate (insoluble) antigen leading to visible clumping of these particles (Fig. 11.7). The interaction of surface antigens and antibodies directed against them leads to cross-linking of adjacent particles, e.g. bacteria, to form a lattice of agglutinated cells."
T_00527,517,381,"employed for diagnostic purposes. These methods are briefly described below. Fig. 11.5 Principle of direct immuno fl uorescence F F F F F F Fluorescence-labelled antibodies Incubate then wash FluorescenceAntigen (cell or tissue specimen) FF F F <> 11. Immunological and serological techniques 333 Agglutination Agglutination involves the reaction of an antibody with a particulate (insoluble) antigen leading to visible clumping of these particles (Fig. 11.7). The interaction of surface antigens and antibodies directed against them leads to cross-linking of adjacent particles, e.g. bacteria, to form a lattice of agglutinated cells. Active agglutination (direct) Active agglutination involves antigenic determinants that are an intrinsic constituent of the particle, e.g. haemagglutination reactions used for blood grouping. Passive agglutination (indirect) Passive agglutination involves antigenic determinants that are not an intrinsic constituent of the particle. A soluble antigen is combined with insoluble particles such as erythrocytes. The erythrocytes are usually treated with tannic acid, which alters their surface properties so that the antigen can bind firmly. Other insoluble particles include bacteria, charcoal, bentonite (clay) and polyvinyl latex where the anti- gen is simply adsorbed. Semi-quantitative titrations can be carried out to determine the amount of antibody present in a sample. A constant volume of suspended particles (antigen) is added to a constant volume of serially diluted antiserum. The presence of antibody in the serum causes agglutination of the particles (Fig. 11.8) and the reaction is usually scored on a scale of 0 to 4 +. The antibody content is expressed as a titre — Fig. 11.6 Principle of indirect immuno fl uorescence F F F F FFFF FF Antibody Fluorescence-labelled anti-immunoglobulin Incubate then wash Incubate then wash Fluorescence Antigen (cell or tissue specimen) Fig. 11.7 Principle of agglutination Antigen (insoluble) Antibody-containing serum Incubate then wash Precipitation <> 334 Manual of basic techniques for a health laboratory the reciprocal of the final dilution of antiserum capable of producing visible agglutination. Agglutination inhibition Agglutination inhibition is used for determining the presence of antigen. This assay is based on competition between particulate and soluble antigen for antibody-binding sites. The antibody and the test sample are allowed to react together. If soluble antigen is present in the sample, the antibody reacts with it and is not free to react further after the subsequent addition of indicator particles or cells."
T_00528,519,280,"or tissue specimen) Fig. 11.7 Principle of agglutination Antigen (insoluble) Antibody-containing serum Incubate then wash Precipitation <> 334 Manual of basic techniques for a health laboratory the reciprocal of the final dilution of antiserum capable of producing visible agglutination. Agglutination inhibition Agglutination inhibition is used for determining the presence of antigen. This assay is based on competition between particulate and soluble antigen for antibody-binding sites. The antibody and the test sample are allowed to react together. If soluble antigen is present in the sample, the antibody reacts with it and is not free to react further after the subsequent addition of indicator particles or cells. Thus, the absence of agglutination with a specimen under investigation indicates a positive test result. An example of this kind of assay is the detection of human chorionic gonadotropin (hCG) used in the test for con firmation of pregnancy and also in other pathological conditions where hCG levels are important (Fig. 11.9). Precipitation Unlike agglutination reactions in which the antigen is particulate (insoluble), in precipitation reactions the interaction is between a soluble antibody and a soluble antigen. If a soluble antibody is incubated with a soluble antigen, antibody and antigen complexes cross-link and form a precipitate. Precipitation methods can be quantitative or qualitative and the interactions are dependent on ionic strength, pH and concentration. Incubate then wash Antigen carrier particles Antigen (soluble) Absorbed antigen AgglutinationAntibody-containing serum Incubate then wash Fig. 11.8 Principle of passive agglutination hCG antibody Adsorbed hCG antigen hCG antigen (urine specimen from pregnant woman) No precipitation = positive result (a) (b) hCG antibody Adsorbed hCG antigen Precipitation = negative result Fig. 11.9 Principle of the agglutination inhibition test for hCG <> 11."
T_00529,521,254,"antigen complexes cross-link and form a precipitate. Precipitation methods can be quantitative or qualitative and the interactions are dependent on ionic strength, pH and concentration. Incubate then wash Antigen carrier particles Antigen (soluble) Absorbed antigen AgglutinationAntibody-containing serum Incubate then wash Fig. 11.8 Principle of passive agglutination hCG antibody Adsorbed hCG antigen hCG antigen (urine specimen from pregnant woman) No precipitation = positive result (a) (b) hCG antibody Adsorbed hCG antigen Precipitation = negative result Fig. 11.9 Principle of the agglutination inhibition test for hCG <> 11. Immunological and serological techniques 335 elometry, turbidimetry, radial immunodiffusion (Mancini technique), double diffusion (Ouchterlony) and some immunoelectrophoresis techniques. Nephelometry and turbidimetry Nephelometry and turbidimetry involve the measurement of the light scattering and light absorption properties, respectively, of antigen–antibody complexes. These techniques are used to measure concentrations of proteins and drugs in serum or CSF. The assays are rapid and sensitive. A constant, excessive amount of antibody is incubated with an antigen in a cuvette. In nephelometry light is passed through the cuvette and the scatter produced by the antigen–antibody complexes that have been formed is measured. The antigen concentration is determined from a standard curve made by measuring the light scatter produced by a series of antigen solutions of known con- centrations. In some assays, polymers are added to accelerate the formation of antigen–antibody complexes. In turbidimetry light is passed through the cuvette and the absorption produced by the antigen –antibody complexes that have been formed is measured. A conven- tional photometer can be used for this purpose."
T_00530,522,338,". The assays are rapid and sensitive. A constant, excessive amount of antibody is incubated with an antigen in a cuvette. In nephelometry light is passed through the cuvette and the scatter produced by the antigen–antibody complexes that have been formed is measured. The antigen concentration is determined from a standard curve made by measuring the light scatter produced by a series of antigen solutions of known con- centrations. In some assays, polymers are added to accelerate the formation of antigen–antibody complexes. In turbidimetry light is passed through the cuvette and the absorption produced by the antigen –antibody complexes that have been formed is measured. A conven- tional photometer can be used for this purpose. Radial immunodiffusion (Mancini technique) Radial immunodiffusion is based on the principle that a quantitative relationship exists between the amount of antigen placed in a well cut in an agarose gel containing antibody and the diameter of the resulting ring of precipitate. The antigen concentration is proportional to the square of the diameter of the ring of precipitate. The concentration of unknown samples is calculated with the aid of a standard curve which is prepared by plotting the diameter 2 of the resulting ring of precipitate produced by a series of antigen solutions of known concentration (Fig. 11.11). This technique can be used for the quantitative measurement of complement factors and immunoglobulins. Excess antibody Excess antigen Equivalence Concentration of antigen M ass of precipitated antibody Fig. 11.10 A quantitative precipitin curve A quantitative precipitin curve can be drawn in which the proportion of antigen and antibody determines the extent of cross-linking and precipitation. The curve shows the following features (Fig. 11.10): G The equivalence zone in which the proportions of antigen and antibody are equivalent. G The excess antibody zone in which all available antigenic determinants are bound by individual antibody molecules, leaving some antibody molecules unbound. G The excess antigen zone in which all the antigen binding sites of an antibody are bound by individual antigen molecules, leaving some molecules of antigen unbound."
T_00531,522,277,"of complement factors and immunoglobulins. Excess antibody Excess antigen Equivalence Concentration of antigen M ass of precipitated antibody Fig. 11.10 A quantitative precipitin curve A quantitative precipitin curve can be drawn in which the proportion of antigen and antibody determines the extent of cross-linking and precipitation. The curve shows the following features (Fig. 11.10): G The equivalence zone in which the proportions of antigen and antibody are equivalent. G The excess antibody zone in which all available antigenic determinants are bound by individual antibody molecules, leaving some antibody molecules unbound. G The excess antigen zone in which all the antigen binding sites of an antibody are bound by individual antigen molecules, leaving some molecules of antigen unbound. Several other immunological techniques employ the precipitation reaction in one form or another. These include neph- Fig. 11.11 Principle of radial immunodiffusion Standard 1 Standard 2 Antigen (or antibody) concentration D iam eter of ring of precipitate Standard 3 U nknown <> 336 Manual of basic techniques for a health laboratory 11.3 Determination of rheumatoid factors by the latex-agglutination technique 11.3.1 Materials and reagents G Test plates (preferably with a dark background) G Stirring rods, wooden orange sticks or rotator G Test-tubes, 5ml G Test-tube rack G Micropipettes G Latex rheumatoid factor (RF) reagent (aqueous suspension of latex particles coated with human IgG) G Negative and positive control sera G Sodium chloride, 0.85% solution (reagent no. 53). The above-mentioned materials and reagents are usually supplied as part of a commercial test kit. 11.3.2 Method 1. Bring the test and control sera and latex RF reagent to room temperature. 2. Dilute the test and control sera 1:5 with sodium chloride solution."
T_00532,523,284,"plates (preferably with a dark background) G Stirring rods, wooden orange sticks or rotator G Test-tubes, 5ml G Test-tube rack G Micropipettes G Latex rheumatoid factor (RF) reagent (aqueous suspension of latex particles coated with human IgG) G Negative and positive control sera G Sodium chloride, 0.85% solution (reagent no. 53). The above-mentioned materials and reagents are usually supplied as part of a commercial test kit. 11.3.2 Method 1. Bring the test and control sera and latex RF reagent to room temperature. 2. Dilute the test and control sera 1:5 with sodium chloride solution. 3. Apply one drop of each dilution to the test plates. 4. Shake the vial of latex RF reagent and add one drop to each of the samples on the test plates. 5. Mix well with stirring rods or orange sticks (one for each sample) and rotate the plates gently (about 10 times), or place on a rotator. 6. After 2 minutes, examine the plates and compare the reactions of the test sera with those of the control sera (Fig. 11.12). 7. If any sera are positive, repeat steps 3 –6, using a twofold dilution. The highest dilution of serum that causes agglutination is the titre. 11.4 Tests for the determination of anti-streptolysin O antibodies 11.4.1 Anti-streptolysin O test (ASOT) Streptolysin O is a toxin produced by haemolytic streptococci. The anti-streptolysin O test (ASOT) is the most commonly used laboratory test for following a streptococcal infection and its sequelae (rheumatic fever and acute post-streptococcal glomerulonephritis). Other approaches are now available, but the “standard” ASOT is based on the fact that streptolysin O will lyse human or sheep erythrocytes unless neutralized by anti-streptolysin O antibodies present in the patient ’s serum."
T_00533,523,233,".4.1 Anti-streptolysin O test (ASOT) Streptolysin O is a toxin produced by haemolytic streptococci. The anti-streptolysin O test (ASOT) is the most commonly used laboratory test for following a streptococcal infection and its sequelae (rheumatic fever and acute post-streptococcal glomerulonephritis). Other approaches are now available, but the “standard” ASOT is based on the fact that streptolysin O will lyse human or sheep erythrocytes unless neutralized by anti-streptolysin O antibodies present in the patient ’s serum. Fig. 11.12 Latex agglutination test a: Positive result; b: negative result. <> 11. Immunological and serological techniques 337 One streptolysin O unit is the minimum amount of streptolysin O that will lyse 0.5ml of a freshly prepared 5% suspension of sheep erythrocytes when incubated for 1 hour at 37 °C. One Todd unit is defined as the amount of anti-streptolysin O antibody that will neutralize 0.5 streptolysin O units. Principle The test is performed by incubating a constant amount of standardized streptolysin O with serial dilutions of heat-inactivated patient ’s serum (containing antistreptolysin O antibodies) at 37 °C for 15 minutes. A freshly prepared suspension of 5% sheep erythrocytes is then added to all the tubes and incubation is continued for a further 45 minutes. After centrifugation at 500 g, the highest dilution of patient’s serum that still has a clear supernatant (no haemolysis) is the end-point and its Todd unit value (reciprocal of the dilution) is reported."
T_00534,524,242,"0.5 streptolysin O units. Principle The test is performed by incubating a constant amount of standardized streptolysin O with serial dilutions of heat-inactivated patient ’s serum (containing antistreptolysin O antibodies) at 37 °C for 15 minutes. A freshly prepared suspension of 5% sheep erythrocytes is then added to all the tubes and incubation is continued for a further 45 minutes. After centrifugation at 500 g, the highest dilution of patient’s serum that still has a clear supernatant (no haemolysis) is the end-point and its Todd unit value (reciprocal of the dilution) is reported. This technique is rather time-consuming and simpler and more rapid methods using latex agglutination are now available (see section 11.4.2). Materials and reagents G Volumetric flask, 1000ml G Test-tubes, 75mm ¥ 12mm G Test-tube racks G Serological pipettes G Water-bath G Centrifuge G Phosphate-buffered water, pH 6.8 (reagent no. 43) G Sodium chloride, 0.85% solution (reagent no. 53) G 5% Suspension of washed sheep erythrocytes in sodium chloride, 0.85% solution (reagent no. 53) G Reduced streptolysin O (instructions for the preparation of reduced streptolysin O from the unreduced form are usually provided by the manufacturer). Method 1. Make three dilutions of the patient ’s serum (inactivated by heating at 56 °C for 30 minutes) as follows: 0.5ml of serum + 4.5ml of phosphate buffer = 1:10 0.5ml of 1:10 serum + 4.5ml of phosphate buffer = 1:100 1ml of 1:100 serum + 4ml of phosphate buffer = 1:500 2."
T_00535,524,300,"chloride, 0.85% solution (reagent no. 53) G Reduced streptolysin O (instructions for the preparation of reduced streptolysin O from the unreduced form are usually provided by the manufacturer). Method 1. Make three dilutions of the patient ’s serum (inactivated by heating at 56 °C for 30 minutes) as follows: 0.5ml of serum + 4.5ml of phosphate buffer = 1:10 0.5ml of 1:10 serum + 4.5ml of phosphate buffer = 1:100 1ml of 1:100 serum + 4ml of phosphate buffer = 1:500 2. From these master dilutions, make an extended series of dilutions as shown in Table 11.1. For screening purposes, use only the first seven tubes and the control tubes (13 and 14). 3. Add 0.5ml (equivalent to 1 International Unit (IU)) of reduced streptolysin O to all the tubes except tube 13. Mix and incubate in a water-bath at 37°C for 15 minutes. 4. Add 0.5ml of the 5% suspension of sheep erythrocytes to each tube. Mix and incubate in a water-bath at 37 °C for 45 minutes, mixing again after the first 15 minutes of incubation. 5. Centrifuge the tubes gently at 500 g for 3 minutes and observe for haemolysis. The end-point is the last tube (i.e. the highest dilution) showing no haemolysis. Control tube 13 should show no haemolysis. If there is haemolysis in this tube the test should be repeated. Control tube 14 should show complete haemolysis. <> 338 Manual of basic techniques for a health laboratory 11.4.2 Latex agglutination Materials and reagents G Test plates G Stirring rods, wooden sticks or rotator G Test-tubes, 5ml G Test-tube rack G Micropipettes, 50 ml G Anti-streptolysin O latex reagent: suspension of latex particles coated with streptolysin O G Negative control serum G Positive control sera (strongly and weakly positive) G Sodium chloride, 0.85% solution (reagent no."
T_00536,525,424,". If there is haemolysis in this tube the test should be repeated. Control tube 14 should show complete haemolysis. <> 338 Manual of basic techniques for a health laboratory 11.4.2 Latex agglutination Materials and reagents G Test plates G Stirring rods, wooden sticks or rotator G Test-tubes, 5ml G Test-tube rack G Micropipettes, 50 ml G Anti-streptolysin O latex reagent: suspension of latex particles coated with streptolysin O G Negative control serum G Positive control sera (strongly and weakly positive) G Sodium chloride, 0.85% solution (reagent no. 53). Method 1. Bring the reagents and test and control sera to room temperature. 2. Apply one drop of each of the test and control sera to the test plates. 3. Shake the anti-streptolysin O latex reagent to mix; add one drop to each of the test and control sera. 4. Mix well with stirring rods or wooden sticks (one per sample) and rotate the plates gently about 10 times, or place on a rotator. 5. After 2 minutes, examine the plates and compare the reactions of the test sera with those of the controls. A positive reaction is indicated by the presence of agglutination. A negative reaction is indicated by the absence of agglutination. 6. If any sera are positive, repeat steps 2 –5, using a twofold dilution. The highest dilution that causes agglutination is the titre. Most anti-streptolysin O reagents have a detection limit (e.g. 200IU/ml) that is usually multiplied by the dilution factor to give the serum concentration of anti-streptolysin O in IU/ml. Table 11.1 Preparation of dilution series for the anti-streptolysin O test Tube number Volume of patient ’s Volume of Resulting Volume of reduced Volume of 5% serum (inactivated) streptolysin O serum dilution streptolysin O suspension of sheep (ml), diluted: buffer (ml) buffer (ml) erythrocytes 1:10 1:100 1:500 1 0.8 — — 0.2 1:12.5 0.5 0.5 2 0.2 — — 0.8 1 :50 0.5 0.5 3 — 1.0 — 0.0 1 :100 0.5 0.5 4 — 0.8 — 0.2 1 :125 0.5 0.5 5 — 0.6 — 0.4 1 :167 0.5 0.5 6 — 0.4 — 0.6 1 :250 0.5 0.5 7 — 0.3 — 0.7 1 :333 0.5 0.5 8 — — 1.0 0.0 1 :500 0.5 0.5 9 — — 0.8 0.2 1 :625 0.5 0.5 10 — — 0.6 0.4 1 :833 0.5 0.5 11 — — 0.4 0.6 1:1250 0.5 0.5 12 — — 0.2 0.8 1:2500 0.5 0.5 13 — — — 1.5 control 0.0 0.5 14 — — — 1.0 control 0.5 0.5 <> 11."
T_00537,527,217,"0.5 0.5 9 — — 0.8 0.2 1 :625 0.5 0.5 10 — — 0.6 0.4 1 :833 0.5 0.5 11 — — 0.4 0.6 1:1250 0.5 0.5 12 — — 0.2 0.8 1:2500 0.5 0.5 13 — — — 1.5 control 0.0 0.5 14 — — — 1.0 control 0.5 0.5 <> 11. Immunological and serological techniques 339 11.5 Determination of bbbbb-human chorionic gonadotropin (bbbbb-hCG) in urine by the agglutination inhibition technique 11.5.1 Materials and reagents G Test plates G Stirring rods, wooden sticks or rotator G Test-tubes, 75mm ¥ 12mm G Test-tube rack G Anti-b-human chorionic gonadotropin (anti- b-hCG) antibody G Latex hCG reagent (suspension of latex particles coated with hCG) G Negative control G Positive controls (strongly and weakly positive). The above-mentioned reagents are usually supplied as part of a commercial test kit. 11.5.2 Method 1. Bring the urine samples and reagents to room temperature. 2. Add one drop of each of the urine samples and each of the controls to the test plates. 3. Add one drop of anti- b-hCG antibody to each of the samples and each of the controls. Mix carefully. 4. Mix the latex hCG reagent suspension well; apply one drop to the test samples and rotate the plates or mix with stirring rods or wooden sticks (one per sample)."
T_00538,528,371,"(suspension of latex particles coated with hCG) G Negative control G Positive controls (strongly and weakly positive). The above-mentioned reagents are usually supplied as part of a commercial test kit. 11.5.2 Method 1. Bring the urine samples and reagents to room temperature. 2. Add one drop of each of the urine samples and each of the controls to the test plates. 3. Add one drop of anti- b-hCG antibody to each of the samples and each of the controls. Mix carefully. 4. Mix the latex hCG reagent suspension well; apply one drop to the test samples and rotate the plates or mix with stirring rods or wooden sticks (one per sample). 5. After 3 minutes examine the plates and compare the reactions of the test samples with those of the controls. A positive reaction (pregnant or b-hCG present) is indicated by the absence of agglutination. A negative reaction (non-pregnant or b-hCG absent) is indicated by the presence of agglutination. Semi-quantitative analysis Semi-quantitative analysis may be desirable in some cases where the production of b-hCG may have a pathological cause. This may occur in both pregnant and nonpregnant patients. Make a twofold dilution of the positive urine samples and examine as described in steps 2–5 above. The highest dilution that does not cause agglutination is the titre. The results for this semi-quantitative analysis are reported in IU/ml which can be obtained by multiplying the dilution factor of the highest dilution that does not cause agglutination by the sensitivity or limit of detection of the method, as stated by the manufacturer. 11.6 Quantitative determination of IgA, IgG and IgM by radial immunodiffusion 11.6.1 Materials and reagents G Siliconized glass plates 8cm ¥ 12cm, or Petri dishes (glass or plastic) G Boxes with tightly fitting lids G Hole-punch with inner diameter of 2mm <> 340 Manual of basic techniques for a health laboratory G Pipettes, 5 ml G Water-bath G Thermometer G Test-tubes G Test-tube racks G Agar, 3% solution in distilled water G Sodium chloride, 0.15mol/l with 0.1% sodium azide G Agarose or agar G Anti-human IgA antiserum G Anti-human IgG antiserum G Anti-human IgM antiserum G Human standard serum containing: — IgA 2.0mg/ml (123IU/ml) — IgG 9.5mg/ml (110IU/ml) — IgM 0.96mg/ml (111IU/ml)."
T_00539,529,256,"of 2mm <> 340 Manual of basic techniques for a health laboratory G Pipettes, 5 ml G Water-bath G Thermometer G Test-tubes G Test-tube racks G Agar, 3% solution in distilled water G Sodium chloride, 0.15mol/l with 0.1% sodium azide G Agarose or agar G Anti-human IgA antiserum G Anti-human IgG antiserum G Anti-human IgM antiserum G Human standard serum containing: — IgA 2.0mg/ml (123IU/ml) — IgG 9.5mg/ml (110IU/ml) — IgM 0.96mg/ml (111IU/ml). The above-mentioned reagents are usually supplied as part of a commercial test kit. 11.6.2 Method 1. Coat as many glass plates (or Petri dishes) as necessary (allowing one per patient) with agar, 3% solution. 2. Calculate the exact volume of 1% agarose gel that needs to be prepared to cover all the plates with gel to a thickness of 1.5mm.The formula for calculating this is as follows: pd2 4 01 5¥ . where d is the diameter of the plate (in cm). 3. Prepare 40ml of 1% agarose in 0.15mol/l sodium chloride with 0.1% sodium azide. Dissolve the agarose by placing it in the water-bath at 100 °C. When the suspension is clear, allow it to cool to 56 °C. 4. Warm the antisera to 56 °C in the water-bath. 5. Add 0.1ml of anti-human IgA antiserum to each 10ml of the agarose solution. Mix thoroughly. 6. Pour on to each glass plate (or Petri dish) the exact volume of the agarose – antiserum mixture needed to make a gel with a thickness of 1.5mm and allow it to solidify at room temperature."
T_00540,530,209,"15mol/l sodium chloride with 0.1% sodium azide. Dissolve the agarose by placing it in the water-bath at 100 °C. When the suspension is clear, allow it to cool to 56 °C. 4. Warm the antisera to 56 °C in the water-bath. 5. Add 0.1ml of anti-human IgA antiserum to each 10ml of the agarose solution. Mix thoroughly. 6. Pour on to each glass plate (or Petri dish) the exact volume of the agarose – antiserum mixture needed to make a gel with a thickness of 1.5mm and allow it to solidify at room temperature. 7. Prepare two more agarose gels in the same way: the first with 0.2ml of antihuman IgG antiserum per 10ml of agarose solution and the second with 0.13ml of anti-human IgM antiserum per 10ml of agarose solution. 8. Punch holes of 2-mm diameter in the gels. 9. Prepare twofold dilutions of the standard serum in 0.15mol/l sodium chloride, as follows, for the determination of: G IgA: 1:8, 1:16, 1:32, 1:64 and 1:128. G IgG: 1:20, 1:40, 1:80, 1:160 and 1:320. G IgM: undiluted, 1:2, 1:4, 1:8 and 1:16. 10. Prepare 1:2, 1:16 and 1:40 dilutions of the patients ’ sera in 0.15mol/l sodium chloride for the determination of IgM, IgA and IgG, respectively. <> 11."
T_00541,531,228,"as follows, for the determination of: G IgA: 1:8, 1:16, 1:32, 1:64 and 1:128. G IgG: 1:20, 1:40, 1:80, 1:160 and 1:320. G IgM: undiluted, 1:2, 1:4, 1:8 and 1:16. 10. Prepare 1:2, 1:16 and 1:40 dilutions of the patients ’ sera in 0.15mol/l sodium chloride for the determination of IgM, IgA and IgG, respectively. <> 11. Immunological and serological techniques 341 11. Pipette 5 ml of each of the dilutions of the standard serum and the patients’ sera into different holes of the appropriate agarose gels (see steps 6 and 7). 12. Place the plates in tightly closed boxes in a humid atmosphere and incubate them for 3 days at room temperature. 13. Measure the diameter of the rings of precipitate (in millimetres) using a ruler. 14. Make plots of the titrations of the standard serum. On the x-axis plot the square of diameter of the rings of precipitate, and on the y-axis plot the concentrations of the standard serum (see Fig. 11.11). 15. Use these curves to read the concentration of IgA, IgG and IgM in the patients’ sera. 11.7 Tests for the determination of HIV antibodies 11.7.1 ELISA Materials and reagents G Micropipettes G Incubator or water-bath at 37°C G Washer or vacuum pump G Spectrophotometer (reader) G Distilled or deionized water G ELISA test kit (commercially available) G Solid-phase support system, reagents and controls."
